renovation_type,bedrooms_to_reno,bathrooms_to_reno,sqft_renovated,sqft_to_add,material_grade,structural_changes,property_size,location,renovation_cost,pre_renovation_cost,post_renovation_description,sqft_renovated_num,sqft_to_add_num,post_renovation_value,reno_bathroom,reno_bedroom,reno_kitchen,reno_living_room,reno_other_custom,reno_full_renovation
"[""Bathroom"", ""Kitchen""]",0,1,"{""bedrooms"": [], ""bathrooms"": [65], ""other"": {""Kitchen"": 138}}","{""bedrooms"": [], ""bathrooms"": [103], ""other"": {""Kitchen"": 92}}","{""bathrooms"": [1], ""other"": {""Kitchen"": 1}}","[1, 1]",0.08192990441511151,0.04984375,0.06561570443877349,-0.26293991574289177,the façade exudes a subtle elegance its rendered walls and mellow brickwork presenting a wellcrafted exterior that hints at the ordered interior the propertys lshape configuration creates a neat series of internal spaces that are expertly connected each one working in harmony with its neighbours to create a practical flow of movement the kitchen forms the central hub of the home its crisp white units providing a clean backdrop for the island countertop a mix of matte and gloss finishes adds a welcome layer of visual interest and the sinks neat surround creates a tidy workspace cabinets and drawers are efficiently arranged to optimise storage capacity and the overall aesthetic exudes a sense of streamlined practicality the bathroom recently renovated stands out for its thoughtful design with a compact wallmounted wc and a fully tiled shower area that maintains a consistent highgloss finish throughout although a relatively modest space the bathrooms careful layout makes excellent use of every available inch resulting in a wellbalanced and efficient area that fulfils its primary function with quiet competence,0.07425742574257425,0.6206896551724138,296107.74678360275,1,0,1,0,0,0
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 254}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 91}}","{""other"": {""Kitchen"": 2}}",[1],0.11106053709604005,0.05875,-0.5961424921963804,0.2294903734013381,a covered porch sets the scene for a practical wellproportioned home with a straightforward floor plan that makes efficient use of space the living room is at the heart of the house with a straightforward layout that comfortably accommodates a sofa and chairs a tall window brings in good light from the south while a shorter window at the opposite end of the room takes advantage of a secondary light source the kitchen has been upgraded with modern fixtures including a builtin oven a stainless steel sink and a set of wallmounted cupboards that complement the existing units the worktop is topped with a decorative edging and the room is served by a compact easytoclean floor plan a set of simple spacesaving shelves offer additional storage for everyday items the bedrooms are compact but wellpresented with fresh neutral decor that makes a good impression the bathroom while functional has been updated with a new shower unit and a set of modern tiles throughout the house the overall presentation is tidy and wellmaintained giving a sense of a wellloved home thats ready for occupation,-0.24752475247524752,-0.0896551724137931,331860.65219999995,0,0,1,0,0,0
"[""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": 116}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": 71}}","{""other"": {""Other/Custom"": 3}}",[1],-1.1615839781520254,0.02578125,-0.6759425563046606,-0.6693263141385264,a sense of calm clarity pervades this wellmanaged home where thoughtful organisation and considered layout create a sense of easy flow through a series of carefully composed corridors and rooms a subtle interplay of soft light and shadow creates an understated yet inviting atmosphere the general design is grounded by a restraint of bold decorative elements allowing a focus on the functional integrity of each space to one side the linear arrangement of kitchen cabinets creates a clean backdrop for everyday use with room for essential appliances and storage the living area situated at the heart of the home has been tailored to facilitate comfortable relaxation and casual socialising with its simple unadorned surfaces and neutral colour palette the space succeeds in conveying a sense of quiet efficiency it is here that the dwellings residents can unwind and engage with one another surrounded by the subtle yet effective use of texture and line,-0.24752475247524752,-0.0896551724137931,195910.6177,0,0,0,0,1,0
"[""Full renovation""]",3,2,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 823}}","{""bedrooms"": [0, 0, 0], ""bathrooms"": [0, 0], ""other"": {""Full renovation"": 285}}","{""other"": {""Full renovation"": 2}}",[0],0.09285389167045972,0.0525,1.8509654714422228,-0.46510052452639555,the spaces within this dwelling are defined by a practical layout that makes the most of available room a wellconsidered arrangement of doors and corridors allows a clear passage through the home supported by a consistent use of wallmounted storage that keeps belongings out of the way access to each sleeping space is afforded through a centrally located landing with stairs that lead to the upper floor and a large cupboard that houses linens and outofseason clothing the main living area has been renovated to create a seamless space that links the kitchen dining space and lounge a sleek straightlined kitchen is central to this space with ample work surface and storage for food and cooking essentials separation between the different areas is maintained through a subtle combination of physical barriers and careful furniture arrangement despite the deliberate compartmentalisation the overall effect is one of a cohesive wellused living space,-0.24752475247524752,-0.0896551724137931,258536.5739,0,0,0,0,0,1
"[""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 330, ""Other/Custom"": 140}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 28, ""Other/Custom"": 274}}","{""other"": {""Kitchen"": 1, ""Other/Custom"": 3}}","[1, 1]",-0.5443786982248521,0.04984375,-0.07785087832515242,-0.7153856153597249,a sense of space and calm pervades this wellpresented home where a thoughtful layout and considered proportions allow the natural flow of daily life to unfold the kitchen situated at the heart of the property boasts a functional ushape with ample cabinetry and a highlevel extractor creating a seamless workflow key appliances are neatly concealed beneath a comprehensive range of drawerfronted units flooring in a durable dark grey finish complements the soft cream of the surrounding walls creating a harmonious and lowmaintenance aesthetic throughout the property a clear emphasis on coherence and visual balance is evident in the restrained palette and thoughtfully placed furniture sleeping areas are located on the upper level where two quiet bedrooms offer ample storage and soft neutraltoned carpets additionally there is a conveniently located bathroom situated between these bedrooms providing a practical space for everyday use,-0.24752475247524752,-0.0896551724137931,206481.2739,0,0,1,0,1,0
"[""Bathroom"", ""Kitchen""]",0,3,"{""bedrooms"": [], ""bathrooms"": [63, 90, 65], ""other"": {""Kitchen"": 210}}","{""bedrooms"": [], ""bathrooms"": [36, 101, 76], ""other"": {""Kitchen"": 71}}","{""bathrooms"": [3, 3, 2], ""other"": {""Kitchen"": 3}}","[1, 1, 1, 1]",0.3950842057350933,0.0534375,0.626584219392891,-0.2263137820721731,a sense of calm order pervades this wellpresented home where functionality and spatial balance work in harmony to create a welcoming atmosphere in the kitchen clean lines and subtle colour schemes define the overall aesthetic a neutraltoned worktop provides ample preparation space complemented by neatly aligned wall cabinets and a streamlined sink area the bathroom with its offset toilet and integrated basin is a thoughtful example of clever spatial planning where every element works together to maintain a sense of calm and clarity,0.8316831683168316,1.3793103448275863,320287.15248749993,1,0,1,0,0,0
"[""Bedroom""]",3,0,"{""bedrooms"": [186, 152, 190], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [89, 247, 7], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [2, 2, 2]}","[0, 0, 1]",0.6081019572143832,0.046875,0.30537637677198654,0.19811648728519624,a short hallway separates the kitchen from the living room creating a clear path through the house the kitchen has a compact layout with a fitted sink and gas hob against a wall the builtin oven and extractor fan are neatly integrated into the fitted units a small table and chairs occupy one corner leaving space for a compact refrigerator against another wall the main bedroom has a large window that lets in daylight from the north the space is divided from the landing by a builtin wardrobe the window has a simple vertical blind and the walls are painted a soft cream colour throughout the house a consistent style is maintained with simple white doors and creamcoloured skirting boards the overall presentation is clean and uncluttered with clear paths through the rooms and a wellorganised use of space,2.366336633663366,2.2758620689655173,366700.13305,0,1,0,0,0,0
"[""Bedroom"", ""Living room""]",1,0,"{""bedrooms"": [190], ""bathrooms"": [], ""other"": {""Living room"": 322}}","{""bedrooms"": [11], ""bathrooms"": [], ""other"": {""Living room"": 288}}","{""bedrooms"": [1], ""other"": {""Living room"": 1}}","[0, 1]",-0.4442421483841602,0.0525,-0.002694761529134145,-0.7660642028339438,the living spaces flow harmoniously from one another with the warm tones of the front reception room seamlessly transitioning into the adjacent dining area the front reception room with its honeycoloured wooden floor provides a welcoming space for relaxation and socialising the walls are painted a soothing offwhite complemented by crisp white trim which adds a touch of elegance to this classic layout plentiful windows allow for an abundance of natural light to illuminate the space while a pair of elegant radiators sit discreetly against the walls a comfortable threepiece suite sits in the centre of the room creating a cosy focal point moving through to the kitchen its proximity to the dining area allows for effortless interaction between cook and diner the kitchen itself boasts a combination of warmcoloured units paired with crisp white worktops and a hint of polished wood trim a compact yet functional space it is wellequipped to cater for the everyday needs of its occupants,0.693069306930693,-0.013793103448275862,196471.28741831682,0,1,0,1,0,0
"[""Bathroom"", ""Kitchen""]",0,3,"{""bedrooms"": [], ""bathrooms"": [51, 42, 101], ""other"": {""Kitchen"": 189}}","{""bedrooms"": [], ""bathrooms"": [96, 54, 21], ""other"": {""Kitchen"": 57}}","{""bathrooms"": [3, 1, 3], ""other"": {""Kitchen"": 2}}","[0, 1, 1, 0]",0.2312243969048703,0.0525,0.7291729969910575,-0.3590124712508553,separate living spaces are defined by doors that swing inwards directing occupants from one area to the next the groundfloor layout unfolds in a straightforward sequence with the entrance hall giving way to the adjacent reception room located at the front of the house this rooms floortoceiling window lets in a steady stream of natural light illuminating a compact and wellorganized space moving further into the house we find the improved kitchen situated at the rear adjacent to a utilitarian dining area walls painted in a neutral shade complement the simple style of the fitted units and provide a subtle backdrop for the contrasting colour of the kitchen countertop beyond the kitchen a doorway connects to the rest of the accommodation from here the hallway leads on to the sleeping areas before continuing on to the three other wellpresented bathing spaces each featuring the same style of modern fixtures that are seen in the improved kitchen throughout the house a combination of flooring types contributes to a neutral unobtrusive aesthetic with overall coherence provided by the careful positioning of doorways and furniture,0.7128712871287128,1.089655172413793,300444.5042875,1,0,1,0,0,0
"[""Full renovation""]",3,3,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 309}}","{""bedrooms"": [0, 0, 0], ""bathrooms"": [0, 0, 0], ""other"": {""Full renovation"": 112}}","{""other"": {""Full renovation"": 1}}",[1],-1.50933090578061,0.02796875,1.996049423262963,-1.3159289829204472,the entrance hall leads directly into the living room which is situated to the right of the front door the room is separated from the dining area by a narrow corridor that provides access to the kitchen the dining area is then connected to the living room via an open doorway creating an lshaped layout the fully renovated kitchen is located at the rear of the property and features integrated appliances a central island and a large window overlooking the rear garden the kitchen has been designed to create a clear workflow with ample storage and a breakfast table area the living room and dining area benefit from an unobstructed view of the rear garden with sliding doors that provide direct access to the external space the overall presentation of the property is wellconsidered with clear separation of functions and a deliberate layout that prioritises flow and functionality,-0.24752475247524752,-0.0896551724137931,116290.756725,0,0,0,0,0,1
"[""Living room"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 154, ""Other/Custom"": 286}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 179, ""Other/Custom"": 67}}","{""other"": {""Living room"": 2, ""Other/Custom"": 3}}","[1, 1]",0.0036413290851160674,0.05546875,-0.15732102557884037,-0.16816296312893106,as you move from the front entrance the hallways slim shelves create a sense of contained space while the central radiator and coat hooks provide a functional starting point to the right the living room is framed by a compact wall of builtin storage units and a corner fireplace that casts a warm glow creamcoloured walls complement the subtle patterning of the engineered wood flooring windows on two sides allow for views of the surrounding streets and cast a gentle rectangular light throughout the space a short corridor leads to a compact bathroom and then on to the sleeping spaces which are simple in design and layout with creampainted walls and honeycoloured laminate flooring the overall presentation of the home is wellconsidered with thoughtful placement of furniture and decorative elements that create a sense of quiet domestic calm,-0.24752475247524752,-0.0896551724137931,276267.5453749999,0,0,0,1,1,0
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 202}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 81}}","{""other"": {""Kitchen"": 1}}",[1],0.6809285389167046,0.05421875,-0.23568247377836304,0.7748481867670134,as you approach the house the warm tones of the brickwork and the neatly maintained façade create a sense of inviting simplicity the pitched roofline adds a touch of traditional character to the buildings design inside the kitchen is a notable feature with sleek grey cabinets and glossy quartz worktops creating a smooth highgloss finish the arrangement of the space is wellconsidered with a central island providing additional counter space and a breakfast bar that seats up to four people a small window above the sink brings in a gentle stream of natural light adding depth to the space the kitchens proportions are wellbalanced with ample room for appliances and the addition of a feature chimney breast a neighbouring utility room provides a convenient space for storing household items and keeping clutter at bay the houses overall presentation is tidy and wellmaintained with a clear sense of organisation evident throughout the proportions of the rooms are welljudged and the layout of the property flows smoothly from one space to the next a series of interconnected doorways and archways creates a sense of flow and coherence while the floors walls and ceilings are finished with a consistent level of detail and care,-0.24752475247524752,-0.0896551724137931,416674.68125,0,0,1,0,0,0
"[""Bedroom""]",1,0,"{""bedrooms"": [83], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [185], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [3]}",[1],0.26399635867091487,0.05421875,-0.5883084124543863,0.532634607393768,a sense of fluid movement is created by the openplan layout guiding occupants from the entrance hall into the heart of the home the result is a seamless transition from one space to the next fostering a sense of connection and ease of navigation the smartly arranged living area is illuminated by a combination of doubleglazed windows and strategic placement of pendant lighting ensuring a pleasant atmosphere a lowmaintenance solidwood floor underfoot adds warmth and texture setting a welcoming tone for the space to one side a single bedroom presents itself as a serene retreat characterised by a calming colour palette and a large skylight overhead practical builtin storage solutions are thoughtfully integrated into the rooms design providing ample space for personal belongings in contrast to the rest of the home the bedroom benefits from a comfortable window seat offering a relaxing spot to unwind overall the home presents itself as a wellpresented and efficiently organised space where every element contributes to a harmonious and functional whole a carefully considered arrangement of furniture and fixtures creates a sense of balance and order while still allowing for individual expression and creativity the entire space feels remarkably coherent making it an attractive option for those seeking a convenient and hasslefree living experience,0.16336633663366337,1.186206896551724,400528.6242,0,1,0,0,0,0
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 258}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 57}}","{""other"": {""Kitchen"": 2}}",[0],0.7992717341829768,0.05015625,-0.37859809374305764,0.3458499896991931,the ground floor living area flows seamlessly into the kitchen which then leads into the bedrooms via a short corridor the kitchen is equipped with a range cooker a builtin oven and a dishwasher a stainless steel sink and worktop provide ample space for food preparation there is a small breakfast table for casual dining a door from the kitchen leads directly to the back garden offering easy access for alfresco dining or entertaining the sleeping quarters are situated upstairs accessed via a staircase from the kitchen area the upstairs area is wellpresented and ready for occupation with the bathrooms located just off the corridor leading to the bedrooms,-0.24752475247524752,-0.0896551724137931,352921.27035,0,0,1,0,0,0
"[""Bedroom"", ""Other/Custom""]",1,0,"{""bedrooms"": [196], ""bathrooms"": [], ""other"": {""Other/Custom"": 102}}","{""bedrooms"": [88], ""bathrooms"": [], ""other"": {""Other/Custom"": 212}}","{""bedrooms"": [3], ""other"": {""Other/Custom"": 1}}","[0, 0]",0.04005461993627674,0.04984375,-0.08159296479153602,-0.3102673219415331,the compact twostorey facade presents itself as a neat wellmaintained face to the street punctuated by a central front door and tidy window frames the interior layout is straightforward with a long narrow hallway serving as a natural divider between the spaces the ground floor offers a modest kitchen area with builtin cupboards positioned adjacent to a compact living space with a bay window providing a glimpse of the outside the simplicity of the rooms internal organisation allows for ease of movement and interaction between the two areas upstairs a recently improved bedroom occupies a corner of the first floor boasting a large window and an additional smaller window that takes in additional natural light the rooms proportions and positioning work well to create a functional space for relaxation and rest its simple decor subtly complementing the rest of the homes tidy nofrills aesthetic,0.7227722772277227,0.5172413793103449,273757.1029706897,0,1,0,0,1,0
"[""Living room"", ""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 218, ""Kitchen"": 221}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 35, ""Kitchen"": 257}}","{""other"": {""Living room"": 2, ""Kitchen"": 2}}","[0, 0]",0.6354119253527537,0.0684375,0.35303986290195233,1.2370207287733541,the prevailing atmosphere of calm is set by a thoughtful balance of interior volumes and a restraint in ornamentation the openplan living area seamlessly connects to the adjacent kitchen creating a sense of continuity wooden cabinetry in the kitchen stands in contrast to the streamlined tiles that line the space providing a functional backdrop for meal preparation and socialising a solid timber worktop with cutout sink area dominates one side mirroring a pair of adjacent upper cabinets throughout the property clean lines and a measured deployment of surfaces come together to create a logical and uncomplicated living environment,-0.24752475247524752,-0.0896551724137931,495553.2263,0,0,1,1,0,0
"[""Bedroom""]",2,0,"{""bedrooms"": [185, 113], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [65, 213], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [2, 1]}","[1, 0]",2.1010468821119708,0.0709375,0.37889364770042616,2.456732282903221,a carefully considered floor plan creates a harmonious balance between communal and private areas with an inviting openplan kitchen and dining space that flows seamlessly into a spacious reception room the master bedroom boasts a generous proportions with a builtin wardrobe and ample space for a comfortable double bed the rooms streamlined layout creates a sense of calm perfect for unwinding after a long day a sleek minimalist approach to interior design has been maintained throughout resulting in a calm and soothing atmosphere a thoughtful approach to interior organisation has been taken throughout the property with a logical layout and considered use of space the overall result is a wellpresented and coherent living space that is ready for occupation with every element working in harmony to create a sense of calm and serenity,1.2277227722772277,1.8275862068965518,713711.77825,0,1,0,0,0,0
"[""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": 95}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": 203}}","{""other"": {""Other/Custom"": 3}}",[0],-0.9030496131087847,0.02796875,-0.6468821184527892,-0.5454972307124666,a warm inviting atmosphere envelops this welcoming home as you step inside the naturally muted tones of the walls provide a subtle backdrop for the subtle play of light that pours in through the generous windows creating an understated sense of calm the internal organisation of the property is practical and efficient with a streamlined layout that directs the flow of movement through the spaces with a clear purpose the heart of the home lies in the sleek wellappointed kitchen perfectly proportioned for everyday use it features a durable highgloss worktop perfectly complemented by the understated sheen of the surrounding units the neutral colour palette of the cabinets creates a harmonious backdrop for the neat efficient arrangement of appliances and storage making every task a straightforward and enjoyable experience a sense of coherence and order pervades every aspect of this wellpresented home from the carefully curated decor to the wellconsidered use of space every element has been thoughtfully integrated to create a serene and inviting environment that is perfectly suited to everyday life,-0.24752475247524752,-0.0896551724137931,213794.97889999996,0,0,0,0,1,0
"[""Bedroom"", ""Kitchen""]",4,0,"{""bedrooms"": [149, 109, 162, 157], ""bathrooms"": [], ""other"": {""Kitchen"": 205}}","{""bedrooms"": [190, 39, 43, 52], ""bathrooms"": [], ""other"": {""Kitchen"": 118}}","{""bedrooms"": [2, 1, 3, 2], ""other"": {""Kitchen"": 3}}","[1, 1, 1, 1, 1]",0.3058716431497497,0.05875,1.2256795252600543,0.2343761275600706,a straight run of stairs leads from the entrance hall which in turn flows into a spacious living area with highlevel windows filtering in natural light from the front elevation here the walls rendered with a neutral finish are lined with a combination of singleglazed windows and a replacement doubleglazed window with a subtle frame profile the kitchen adjacent to the living space features a matching woodeffect finish on its wall units and work surfaces complemented by a distinctive contrasting splashback appliances including a builtin electric oven and gas hob sit neatly within recessed cavities moving through to the sleeping quarters it becomes clear that a consistent aesthetic has been carefully maintained a further set of stairs gives access to a quiet landing area where a second replacement doubleglazed window permits an abundance of northfacing natural light to filter through,2.608910891089109,2.1448275862068966,400346.29283,0,1,1,0,0,0
"[""Bathroom"", ""Kitchen""]",0,1,"{""bedrooms"": [], ""bathrooms"": [73], ""other"": {""Kitchen"": 234}}","{""bedrooms"": [], ""bathrooms"": [48], ""other"": {""Kitchen"": 32}}","{""bathrooms"": [1], ""other"": {""Kitchen"": 1}}","[1, 1]",-0.162039144287665,0.0415625,0.06561570443877349,-0.05649814323591999,a carefully proportioned façade and neatly maintained exterior give an initial sense of a wellkept residence the entrance hall provides a straightforward route to the rest of the accommodation the kitchen is a wellconsidered space with a solid oak worktop creamcoloured cupboards and a stainless steel extractor fan positioned above the gas hob integrated appliances sit under a wallmounted splashback complementing the smoothfinish walls and simple flooring a rear door provides direct access to the garden the bathroom has been updated to include a sleek white bath a lowlevel wc and a modern single sink unit the walls are finished in creamcoloured tiles and a matching shower cubicle complements the separate showerhead on the bath a glazed door leads out to the garden drawing natural light into this functional space overall the presentation of the property is wellmaintained and tidy,0.11386138613861387,0.2413793103448276,318161.1180562231,1,0,1,0,0,0
"[""Bathroom"", ""Other/Custom""]",0,3,"{""bedrooms"": [], ""bathrooms"": [41, 118, 50], ""other"": {""Other/Custom"": 298}}","{""bedrooms"": [], ""bathrooms"": [7, 74, 108], ""other"": {""Other/Custom"": 49}}","{""bathrooms"": [2, 2, 1], ""other"": {""Other/Custom"": 2}}","[1, 0, 1, 1]",1.4274010013654983,0.0684375,1.6128951893224237,2.2316385572003217,as you move from the entrance hall through to the living area a clear pathway is defined by the positioning of the builtin shelving unit which creates a sense of separation between the reception space and the adjacent dining area to the left of the entrance the original layout is largely preserved with a slender hallway providing access to the sleeping quarters while a large window above the dining table brings natural light into the space a unique custombuilt shelving unit fills the recessed area in the dining room and its robust construction suggests a practical approach to storage in the rear of the property the reconfigured bathroom boasts a standalone rolltop bath and a purposebuilt corner sink creating a visually pleasing aesthetic that balances functionality with clean lines,0.7871287128712872,1.2137931034482758,708423.2063163518,1,0,0,0,1,0
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 246}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 53}}","{""other"": {""Kitchen"": 1}}",[0],-0.7410104688211198,0.0459375,-0.5343062934365919,-0.2678780468855481,the serene façade of the house sets the tone for a wellconsidered living space inside a logical flow is achieved through the use of a hallway with a central storage area allowing for coats bags and essentials to be neatly stored before entering the main living areas the kitchen has been thoughtfully laid out with highgloss units in a neutral colour providing ample storage and counter space ceramic tiles line the floor and walls creating a cohesive look that enhances the rooms functionality a compact yet efficient island unit complements the space providing an additional surface for food preparation and socialising a range cooker supplied with both gas and electric hob options offers flexibility in cooking methods the overall coherence of the house is reflected in the balance between the kitchen and other living areas each working together to create a sense of calm and practicality the wellmaintained condition of the property is evident throughout with a neutral colour scheme and tasteful furnishings adding to the sense of a welcoming home,-0.24752475247524752,-0.0896551724137931,261192.25355,0,0,1,0,0,0
"[""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 208, ""Other/Custom"": 298}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 238, ""Other/Custom"": 101}}","{""other"": {""Kitchen"": 2, ""Other/Custom"": 2}}","[0, 0]",-0.13654984069185253,0.0684375,-0.12778264608433768,0.47984260861822514,a thoughtful arrangement of living spaces unfolds within this home with the openplan kitchen positioned at the heart of the layout the customfitted kitchen features a combination of cream and oak cabinetry alongside contrasting quartz work surfaces the eye is drawn to a set of threepart windows above the sink area which frames the adjacent street scene with a clear view flooring in this room consists of highquality largeformat porcelain tiles adjacent to the kitchen a doorway leads to a compact utility room here further storage is facilitated by wallmounted shelving units and a slotted ceiling for cable management the overall presentation of the home remains polished and wellmaintained reflecting a keen sense of attention to detail,-0.24752475247524752,-0.0896551724137931,377179.4752,0,0,1,0,1,0
"[""Living room""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 158}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 130}}","{""other"": {""Living room"": 2}}",[0],0.25125170687300863,0.0459375,-0.6053231679733173,0.8268290697498476,the façades clean lines set the tone for a practical and unpretentious home inside a tidy layout unfolds with tidy doorways and hallways that facilitate easy movement two windows in the front room complement the lshaped layout allowing a generous flow of natural light throughout a builtin shelving unit supports the rooms furniture while the adjacent entrance serves as a utilitarian buffer zone between public and private areas the living rooms walls are painted a soothing colour while the carpet provides a neutral base layer beneath a collection of eclectic furniture pieces the woodgrained tv cabinets slim profile doesnt overpower the space maintaining a harmonious balance of textures and tones a comfortable sofa faces the rooms focal point a wallmounted flatscreen television,-0.24752475247524752,-0.0896551724137931,405747.64999999997,0,0,0,1,0,0
"[""Bathroom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [81], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [78], ""other"": {}}","{""bathrooms"": [2]}",[1],-0.6809285389167046,0.05015625,-0.6804786239443891,-0.739975663616386,the hallway layout divides the space efficiently with two doorways providing separate access to the living room and the sleeping area a convenient builtin storage cupboard is located under the stairs in the main bathroom a neutralcoloured suite has been installed comprising a lowlevel wc a rectangular sink and a large tiled walkin shower the walls are painted in a soft offwhite tone and the floor is covered with dark grey tiles creating a cohesive and easytomaintain aesthetic a compact heated towel rail is mounted on the wall adjacent to the shower throughout the property the emphasis on functionality is evident in the carefully considered arrangement of space the living room is simply furnished with a sofa a single armchair and a low coffee table leaving the remainder of the room free for the occupants to create their own layout and atmosphere,0.15346534653465346,0.4482758620689655,203862.6119227273,1,0,0,0,0,0
"[""Full renovation""]",2,3,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 1392}}","{""bedrooms"": [0, 0], ""bathrooms"": [0, 0, 0], ""other"": {""Full renovation"": 188}}","{""other"": {""Full renovation"": 2}}",[0],0.9176149294492489,0.05546875,2.736244567347789,0.3294617406501264,the rooms in this bolton dwelling are efficiently arranged around a central hallway with each space leading logically into the next the kitchen is situated at the rear where it connects seamlessly to a dining area that flows into a living space the latter opens onto a short corridor which leads to sleeping and bathing areas the kitchen a key area of the home showcases a cohesive aesthetic with a mix of laminate and woodeffect cabinets that create a sense of balance sleek countertops and an integral sink complement the space while a substantial refrigerator and a fourburner gas cooker provide ample storage and cooking facilities the design though straightforward effectively facilitates daily life throughout the dwelling attention to detail is evident as every room is thoughtfully proportioned and clearly defined despite the clear separation of functions a sense of harmony is maintained reflecting a wellconsidered approach to the homes overall layout and presentation,-0.24752475247524752,-0.0896551724137931,390698.1826,0,0,0,0,0,1
"[""Bathroom"", ""Kitchen""]",0,1,"{""bedrooms"": [], ""bathrooms"": [65], ""other"": {""Kitchen"": 280}}","{""bedrooms"": [], ""bathrooms"": [18], ""other"": {""Kitchen"": 100}}","{""bathrooms"": [1], ""other"": {""Kitchen"": 2}}","[1, 0]",-0.42239417387346384,0.0415625,-0.21376158864960473,-0.27632572693434004,a thoughtful arrangement of furniture and personal items creates a sense of calm throughout the home despite some areas feeling slightly overcrowded the kitchen has been improved with a sleek stainless steel sink under a large window allowing natural light to filter in a new set of wallmounted cupboards provide additional storage the space is functional with a standard format of appliances and surfaces the main bathroom is wellpresented with a modern shower enclosure and a wellmaintained bath a practical wallhung toilet is accompanied by a builtin sink making efficient use of space,0.07425742574257425,0.034482758620689655,274278.6898438356,1,0,1,0,0,0
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 161}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 7}}","{""other"": {""Kitchen"": 2}}",[1],-0.11834319526627218,0.0525,-0.5961424921963804,-0.3655662141101265,the living room is adjacent to the dining area creating an openplan space that can be used for a variety of purposes a wellequipped kitchen with neutral units and ample worktop space is located off the living area the units are a standard height and have ample cupboard space for kitchen essentials the kitchen floor is ceramic and has been maintained well throughout the property there is a clear flow and coherence to the layout with each room functioning as intended,-0.24752475247524752,-0.0896551724137931,246380.24784999999,0,0,1,0,0,0
