renovation_type,bedrooms_to_reno,bathrooms_to_reno,sqft_renovated,sqft_to_add,material_grade,structural_changes,property_size,location,renovation_cost,pre_renovation_cost
"[""Bathroom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [108], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [17], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly""], ""other"": {}}","[""Yes""]",745,Bury,18680.71,188485.0
"[""Bedroom""]",1,0,"{""bedrooms"": [98], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [243], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [""Budget-friendly""], ""bathrooms"": [], ""other"": {}}","[""No""]",1021,Wigan,24744.24,235851.0
"[""Bedroom""]",2,0,"{""bedrooms"": [94, 139], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [16, 189], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [""Budget-friendly"", ""Budget-friendly""], ""bathrooms"": [], ""other"": {}}","[""Yes"", ""No""]",1576,Wigan,52702.43,281316.0
"[""Bathroom"", ""Other/Custom""]",0,3,"{""bedrooms"": [], ""bathrooms"": [85, 86, 60], ""other"": {""Other/Custom"": 88}}","{""bedrooms"": [], ""bathrooms"": [26, 105, 51], ""other"": {""Other/Custom"": 185}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly"", ""Mid-range"", ""High-end""], ""other"": {""Other/Custom"": ""Mid-range""}}","[""No"", ""Yes"", ""Yes"", ""No""]",1171,Chorlton,110993.84,351300.0
"[""Bathroom"", ""Living room""]",0,1,"{""bedrooms"": [], ""bathrooms"": [109], ""other"": {""Living room"": 154}}","{""bedrooms"": [], ""bathrooms"": [36], ""other"": {""Living room"": 50}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly""], ""other"": {""Living room"": ""High-end""}}","[""Yes"", ""No""]",2124,Trafford,76895.17,621270.0
"[""Living room"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 411, ""Other/Custom"": 287}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 197, ""Other/Custom"": 226}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly"", ""Other/Custom"": ""High-end""}}","[""No"", ""No""]",1214,Cheadle,59282.509999999995,423079.0
"[""Living room""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 364}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 248}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range""}}","[""Yes""]",1497,Bolton,28068.3,314370.0
"[""Bedroom""]",2,0,"{""bedrooms"": [89, 140], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [247, 1], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [""Budget-friendly"", ""Budget-friendly""], ""bathrooms"": [], ""other"": {}}","[""Yes"", ""No""]",819,Salford,45434.56,194922.0
"[""Bathroom"", ""Kitchen""]",0,1,"{""bedrooms"": [], ""bathrooms"": [39], ""other"": {""Kitchen"": 140}}","{""bedrooms"": [], ""bathrooms"": [70], ""other"": {""Kitchen"": 34}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Kitchen"": ""High-end""}}","[""Yes"", ""No""]",1988,Sale,87956.13,551670.0
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 290}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 178}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Budget-friendly""}}","[""Yes""]",1091,Cheadle,24634.23,492041.0
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 182}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""High-end""}}","[""No""]",735,Oldham,30411.06,147000.0
"[""Bedroom""]",1,0,"{""bedrooms"": [130], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [199], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [""Budget-friendly""], ""bathrooms"": [], ""other"": {}}","[""Yes""]",870,Levenshulme,23374.31,277530.0
"[""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 126, ""Other/Custom"": 159}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 219, ""Other/Custom"": 122}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Mid-range"", ""Other/Custom"": ""Mid-range""}}","[""No"", ""Yes""]",2197,Trafford,82184.69,642622.5
"[""Bathroom"", ""Other/Custom""]",0,3,"{""bedrooms"": [], ""bathrooms"": [76, 37, 89], ""other"": {""Other/Custom"": 95}}","{""bedrooms"": [], ""bathrooms"": [30, 25, 72], ""other"": {""Other/Custom"": 182}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range"", ""Budget-friendly"", ""Budget-friendly""], ""other"": {""Other/Custom"": ""High-end""}}","[""No"", ""Yes"", ""Yes"", ""Yes""]",1175,Prestwich,106885.71,264375.0
"[""Bedroom"", ""Bathroom""]",2,1,"{""bedrooms"": [81, 159], ""bathrooms"": [58], ""other"": {}}","{""bedrooms"": [115, 235], ""bathrooms"": [28], ""other"": {}}","{""bedrooms"": [""Budget-friendly"", ""Budget-friendly""], ""bathrooms"": [""High-end""], ""other"": {}}","[""Yes"", ""Yes"", ""Yes""]",1215,Chorlton,84988.39,364500.0
"[""Bathroom"", ""Living room""]",0,1,"{""bedrooms"": [], ""bathrooms"": [108], ""other"": {""Living room"": 293}}","{""bedrooms"": [], ""bathrooms"": [36], ""other"": {""Living room"": 71}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Living room"": ""Budget-friendly""}}","[""Yes"", ""Yes""]",1192,Wigan,51937.759999999995,212772.0
"[""Bedroom"", ""Kitchen""]",3,0,"{""bedrooms"": [95, 104, 195], ""bathrooms"": [], ""other"": {""Kitchen"": 205}}","{""bedrooms"": [46, 54, 11], ""bathrooms"": [], ""other"": {""Kitchen"": 239}}","{""bedrooms"": [""Mid-range"", ""Mid-range"", ""High-end""], ""bathrooms"": [], ""other"": {""Kitchen"": ""Mid-range""}}","[""Yes"", ""Yes"", ""Yes"", ""Yes""]",1396,Tameside,112599.37,230340.0
"[""Bedroom"", ""Kitchen""]",2,0,"{""bedrooms"": [137, 200], ""bathrooms"": [], ""other"": {""Kitchen"": 346}}","{""bedrooms"": [46, 109], ""bathrooms"": [], ""other"": {""Kitchen"": 75}}","{""bedrooms"": [""Budget-friendly"", ""High-end""], ""bathrooms"": [], ""other"": {""Kitchen"": ""Mid-range""}}","[""Yes"", ""Yes"", ""Yes""]",785,Oldham,71412.87,117750.0
"[""Bathroom"", ""Other/Custom""]",0,3,"{""bedrooms"": [], ""bathrooms"": [90, 70, 69], ""other"": {""Other/Custom"": 133}}","{""bedrooms"": [], ""bathrooms"": [50, 74, 31], ""other"": {""Other/Custom"": 235}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range"", ""High-end"", ""High-end""], ""other"": {""Other/Custom"": ""Budget-friendly""}}","[""Yes"", ""No"", ""No"", ""Yes""]",1576,Stockport,125150.99000000002,307320.0
"[""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 336, ""Other/Custom"": 258}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 43, ""Other/Custom"": 155}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Budget-friendly"", ""Other/Custom"": ""Mid-range""}}","[""Yes"", ""Yes""]",1181,Rochdale,53935.97,190731.5
"[""Living room"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 234, ""Other/Custom"": 218}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 241, ""Other/Custom"": 87}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end"", ""Other/Custom"": ""Mid-range""}}","[""Yes"", ""Yes""]",987,Levenshulme,51729.380000000005,243295.5
"[""Living room"", ""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 158, ""Kitchen"": 271}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 326, ""Kitchen"": 124}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly"", ""Kitchen"": ""Mid-range""}}","[""Yes"", ""Yes""]",1398,Trafford,57257.490000000005,463437.0
"[""Bathroom"", ""Kitchen""]",0,3,"{""bedrooms"": [], ""bathrooms"": [36, 76, 57], ""other"": {""Kitchen"": 331}}","{""bedrooms"": [], ""bathrooms"": [61, 0, 114], ""other"": {""Kitchen"": 28}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly"", ""Mid-range"", ""Mid-range""], ""other"": {""Kitchen"": ""Budget-friendly""}}","[""No"", ""Yes"", ""No"", ""Yes""]",1143,Tameside,103392.89,188595.0
"[""Bathroom""]",0,3,"{""bedrooms"": [], ""bathrooms"": [51, 104, 72], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [95, 10, 18], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [""High-end"", ""Mid-range"", ""High-end""], ""other"": {}}","[""Yes"", ""No"", ""Yes""]",623,Manchester City Centre,73767.69,163537.5
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 252}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 202}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Budget-friendly""}}","[""Yes""]",814,Levenshulme,23596.8,259666.0
"[""Living room"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 379, ""Other/Custom"": 216}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 42, ""Other/Custom"": 72}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly"", ""Other/Custom"": ""Budget-friendly""}}","[""Yes"", ""Yes""]",1279,Stretford,50621.27,358759.5
"[""Bathroom"", ""Kitchen""]",0,3,"{""bedrooms"": [], ""bathrooms"": [116, 53, 79], ""other"": {""Kitchen"": 209}}","{""bedrooms"": [], ""bathrooms"": [59, 108, 16], ""other"": {""Kitchen"": 123}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range"", ""Budget-friendly"", ""High-end""], ""other"": {""Kitchen"": ""Budget-friendly""}}","[""No"", ""Yes"", ""Yes"", ""Yes""]",1156,Rochdale,108811.21,164730.0
"[""Bathroom"", ""Living room""]",0,2,"{""bedrooms"": [], ""bathrooms"": [87, 107], ""other"": {""Living room"": 259}}","{""bedrooms"": [], ""bathrooms"": [113, 69], ""other"": {""Living room"": 216}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly"", ""Budget-friendly""], ""other"": {""Living room"": ""Mid-range""}}","[""No"", ""Yes"", ""No""]",1538,Bolton,76322.48999999999,242235.0
"[""Full renovation""]",2,3,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 933}}","{""bedrooms"": [0, 0], ""bathrooms"": [0, 0, 0], ""other"": {""Full renovation"": 129}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": ""High-end""}}","[""Yes""]",1220,Withington,187172.14999999997,292800.0
"[""Living room"", ""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 400, ""Kitchen"": 190}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 351, ""Kitchen"": 130}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range"", ""Kitchen"": ""Mid-range""}}","[""No"", ""Yes""]",1436,Bolton,58290.97,256326.0
"[""Bedroom"", ""Other/Custom""]",1,0,"{""bedrooms"": [219], ""bathrooms"": [], ""other"": {""Other/Custom"": 291}}","{""bedrooms"": [138], ""bathrooms"": [], ""other"": {""Other/Custom"": 31}}","{""bedrooms"": [""Budget-friendly""], ""bathrooms"": [], ""other"": {""Other/Custom"": ""Budget-friendly""}}","[""Yes"", ""No""]",1550,Ashton-under-Lyne,50982.24,283262.5
"[""Bathroom"", ""Other/Custom""]",0,2,"{""bedrooms"": [], ""bathrooms"": [41, 98], ""other"": {""Other/Custom"": 283}}","{""bedrooms"": [], ""bathrooms"": [81, 22], ""other"": {""Other/Custom"": 63}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly"", ""High-end""], ""other"": {""Other/Custom"": ""High-end""}}","[""Yes"", ""No"", ""Yes""]",832,Stretford,69612.09,233376.0
"[""Full renovation""]",2,2,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 741}}","{""bedrooms"": [0, 0], ""bathrooms"": [0, 0], ""other"": {""Full renovation"": 309}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": ""High-end""}}","[""Yes""]",1091,Chorlton,147510.08000000002,327300.0
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 188}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 37}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Budget-friendly""}}","[""Yes""]",816,Didsbury,22224.43,376992.0
"[""Bathroom"", ""Living room""]",0,3,"{""bedrooms"": [], ""bathrooms"": [115, 86, 114], ""other"": {""Living room"": 442}}","{""bedrooms"": [], ""bathrooms"": [14, 112, 56], ""other"": {""Living room"": 113}}","{""bedrooms"": [], ""bathrooms"": [""High-end"", ""High-end"", ""Budget-friendly""], ""other"": {""Living room"": ""Mid-range""}}","[""Yes"", ""Yes"", ""Yes"", ""Yes""]",1028,Levenshulme,94460.22,223590.0
"[""Living room""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 369}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 277}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range""}}","[""Yes""]",1291,Chorlton,31622.88,516400.0
"[""Bathroom"", ""Kitchen""]",0,1,"{""bedrooms"": [], ""bathrooms"": [96], ""other"": {""Kitchen"": 207}}","{""bedrooms"": [], ""bathrooms"": [21], ""other"": {""Kitchen"": 54}}","{""bedrooms"": [], ""bathrooms"": [""High-end""], ""other"": {""Kitchen"": ""High-end""}}","[""Yes"", ""Yes""]",830,Oldham,55649.3,141100.0
"[""Living room""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 309}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 33}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end""}}","[""Yes""]",1118,Levenshulme,30130.63,324220.0
"[""Living room""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 163}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 32}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly""}}","[""Yes""]",810,Prestwich,21638.8,267300.0
"[""Bedroom"", ""Living room""]",1,0,"{""bedrooms"": [143], ""bathrooms"": [], ""other"": {""Living room"": 240}}","{""bedrooms"": [189], ""bathrooms"": [], ""other"": {""Living room"": 46}}","{""bedrooms"": [""Budget-friendly""], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range""}}","[""No"", ""Yes""]",1471,Sale,53254.67,462629.5
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",4,1,"{""bedrooms"": [169, 95, 142, 200], ""bathrooms"": [83], ""other"": {""Other/Custom"": 178}}","{""bedrooms"": [9, 172, 22, 75], ""bathrooms"": [59], ""other"": {""Other/Custom"": 74}}","{""bedrooms"": [""Budget-friendly"", ""High-end"", ""Mid-range"", ""Budget-friendly""], ""bathrooms"": [""Mid-range""], ""other"": {""Other/Custom"": ""High-end""}}","[""Yes"", ""Yes"", ""Yes"", ""Yes"", ""No"", ""Yes""]",1221,Chorlton,167330.45,366300.0
"[""Bedroom"", ""Bathroom""]",3,1,"{""bedrooms"": [131, 214, 111], ""bathrooms"": [99], ""other"": {}}","{""bedrooms"": [219, 105, 35], ""bathrooms"": [18], ""other"": {}}","{""bedrooms"": [""Mid-range"", ""Mid-range"", ""Budget-friendly""], ""bathrooms"": [""High-end""], ""other"": {}}","[""Yes"", ""Yes"", ""No"", ""Yes""]",1400,Ashton-under-Lyne,112266.61,225750.0
"[""Bathroom"", ""Living room""]",0,1,"{""bedrooms"": [], ""bathrooms"": [109], ""other"": {""Living room"": 277}}","{""bedrooms"": [], ""bathrooms"": [111], ""other"": {""Living room"": 118}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly""], ""other"": {""Living room"": ""Mid-range""}}","[""Yes"", ""Yes""]",713,Tameside,41193.899999999994,156860.0
"[""Living room""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 177}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 183}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end""}}","[""Yes""]",1132,Wigan,33111.44,237720.0
"[""Living room"", ""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 380, ""Kitchen"": 301}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 267, ""Kitchen"": 136}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly"", ""Kitchen"": ""Budget-friendly""}}","[""No"", ""No""]",1638,Altrincham,78463.31,515970.0
"[""Bathroom"", ""Living room""]",0,1,"{""bedrooms"": [], ""bathrooms"": [37], ""other"": {""Living room"": 294}}","{""bedrooms"": [], ""bathrooms"": [46], ""other"": {""Living room"": 56}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly""], ""other"": {""Living room"": ""High-end""}}","[""No"", ""Yes""]",1543,Tameside,56589.97,288541.0
"[""Bathroom"", ""Living room""]",0,2,"{""bedrooms"": [], ""bathrooms"": [106, 54], ""other"": {""Living room"": 159}}","{""bedrooms"": [], ""bathrooms"": [91, 86], ""other"": {""Living room"": 51}}","{""bedrooms"": [], ""bathrooms"": [""High-end"", ""Mid-range""], ""other"": {""Living room"": ""Budget-friendly""}}","[""Yes"", ""Yes"", ""No""]",1313,Rochdale,84099.04,187102.5
"[""Bathroom"", ""Other/Custom""]",0,3,"{""bedrooms"": [], ""bathrooms"": [94, 48, 63], ""other"": {""Other/Custom"": 231}}","{""bedrooms"": [], ""bathrooms"": [74, 110, 16], ""other"": {""Other/Custom"": 204}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly"", ""High-end"", ""High-end""], ""other"": {""Other/Custom"": ""High-end""}}","[""Yes"", ""Yes"", ""Yes"", ""Yes""]",2176,Trafford,171316.89,636480.0
"[""Living room"", ""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 380, ""Kitchen"": 239}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 179, ""Kitchen"": 247}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end"", ""Kitchen"": ""High-end""}}","[""Yes"", ""Yes""]",1237,Altrincham,72331.39,389655.0
"[""Bathroom"", ""Kitchen""]",0,1,"{""bedrooms"": [], ""bathrooms"": [101], ""other"": {""Kitchen"": 237}}","{""bedrooms"": [], ""bathrooms"": [110], ""other"": {""Kitchen"": 36}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly""], ""other"": {""Kitchen"": ""Budget-friendly""}}","[""Yes"", ""Yes""]",1031,Bury,43009.97,237130.0
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 261, ""Kitchen"": 292, ""Other/Custom"": 106}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 14, ""Kitchen"": 76, ""Other/Custom"": 112}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end"", ""Kitchen"": ""Mid-range"", ""Other/Custom"": ""Budget-friendly""}}","[""Yes"", ""Yes"", ""No""]",878,Chorlton,70476.43,263400.0
"[""Bedroom"", ""Kitchen""]",4,0,"{""bedrooms"": [94, 144, 137, 181], ""bathrooms"": [], ""other"": {""Kitchen"": 319}}","{""bedrooms"": [201, 198, 16, 45], ""bathrooms"": [], ""other"": {""Kitchen"": 140}}","{""bedrooms"": [""Budget-friendly"", ""Budget-friendly"", ""Mid-range"", ""High-end""], ""bathrooms"": [], ""other"": {""Kitchen"": ""High-end""}}","[""Yes"", ""No"", ""No"", ""Yes"", ""Yes""]",1857,Sale,209485.94,515317.5
"[""Bathroom""]",0,2,"{""bedrooms"": [], ""bathrooms"": [119, 39], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [78, 75], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range"", ""High-end""], ""other"": {}}","[""Yes"", ""Yes""]",728,Manchester City Centre,47665.44,216580.0
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 321}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 285}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Budget-friendly""}}","[""No""]",1085,Withington,27877.87,347200.0
"[""Full renovation""]",2,1,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 828}}","{""bedrooms"": [0, 0], ""bathrooms"": [0], ""other"": {""Full renovation"": 266}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": ""Mid-range""}}","[""Yes""]",1023,Oldham,110827.07,153450.0
"[""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 302, ""Other/Custom"": 270}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 186, ""Other/Custom"": 99}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Budget-friendly"", ""Other/Custom"": ""High-end""}}","[""No"", ""Yes""]",1726,Bolton,80314.18,271845.0
"[""Bathroom""]",0,3,"{""bedrooms"": [], ""bathrooms"": [86, 43, 66], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [95, 68, 4], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range"", ""High-end"", ""Budget-friendly""], ""other"": {}}","[""No"", ""Yes"", ""No""]",1040,Rochdale,68197.5,167960.0
"[""Full renovation""]",2,2,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 719}}","{""bedrooms"": [0, 0], ""bathrooms"": [0, 0], ""other"": {""Full renovation"": 1}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": ""High-end""}}","[""Yes""]",939,Cheadle,138166.25,288742.5
"[""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": 202}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": 82}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": ""High-end""}}","[""Yes""]",1253,Wigan,30130.63,263130.0
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",1,1,"{""bedrooms"": [96], ""bathrooms"": [62], ""other"": {""Kitchen"": 285}}","{""bedrooms"": [156], ""bathrooms"": [108], ""other"": {""Kitchen"": 149}}","{""bedrooms"": [""High-end""], ""bathrooms"": [""High-end""], ""other"": {""Kitchen"": ""Budget-friendly""}}","[""Yes"", ""Yes"", ""Yes""]",1182,Rochdale,91289.39,168435.0
"[""Bedroom""]",2,0,"{""bedrooms"": [168, 180], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [2, 22], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [""High-end"", ""Budget-friendly""], ""bathrooms"": [], ""other"": {}}","[""No"", ""Yes""]",704,Salford,48467.34,167552.0
"[""Full renovation""]",1,2,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 620}}","{""bedrooms"": [0], ""bathrooms"": [0, 0], ""other"": {""Full renovation"": 115}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": ""High-end""}}","[""No""]",725,Ashton-under-Lyne,117169.13,116906.25
"[""Bedroom"", ""Living room""]",1,0,"{""bedrooms"": [213], ""bathrooms"": [], ""other"": {""Living room"": 165}}","{""bedrooms"": [75], ""bathrooms"": [], ""other"": {""Living room"": 153}}","{""bedrooms"": [""Budget-friendly""], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range""}}","[""Yes"", ""No""]",1182,Rochdale,53230.130000000005,190893.0
"[""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": 296}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": 4}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": ""Budget-friendly""}}","[""Yes""]",991,Wigan,21837.76,228921.0
"[""Full renovation""]",1,2,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 808}}","{""bedrooms"": [0], ""bathrooms"": [0, 0], ""other"": {""Full renovation"": 28}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": ""Mid-range""}}","[""Yes""]",998,Ashton-under-Lyne,100391.84,160927.5
"[""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": 98}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": 199}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": ""Mid-range""}}","[""Yes""]",1049,Prestwich,25570.67,314700.0
"[""Bathroom"", ""Other/Custom""]",0,3,"{""bedrooms"": [], ""bathrooms"": [65, 95, 84], ""other"": {""Other/Custom"": 154}}","{""bedrooms"": [], ""bathrooms"": [24, 60, 103], ""other"": {""Other/Custom"": 139}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range"", ""Budget-friendly"", ""High-end""], ""other"": {""Other/Custom"": ""Mid-range""}}","[""No"", ""Yes"", ""Yes"", ""No""]",1346,Bolton,109287.02,211995.0
"[""Full renovation""]",2,3,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 850}}","{""bedrooms"": [0, 0], ""bathrooms"": [0, 0, 0], ""other"": {""Full renovation"": 58}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": ""High-end""}}","[""Yes""]",1098,Altrincham,168055.88,345870.0
"[""Bathroom"", ""Kitchen""]",0,2,"{""bedrooms"": [], ""bathrooms"": [98, 99], ""other"": {""Kitchen"": 338}}","{""bedrooms"": [], ""bathrooms"": [73, 11], ""other"": {""Kitchen"": 128}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range"", ""Budget-friendly""], ""other"": {""Kitchen"": ""High-end""}}","[""Yes"", ""Yes"", ""Yes""]",1087,Oldham,74428.6,163050.0
